"State_FIPS","State_Name","CPUMA0010","PUMA","GEOID","GISJOIN","PUMA_Name"
"1","Alabama","1","100","100100","G01000100","Lauderdale, Colbert, Franklin & Marion (Northeast) Counties"
"1","Alabama","1","800","100800","G01000800","St. Clair & Blount Counties"
"1","Alabama","1","1400","101400","G01001400","Walker, Marion (South & West), Fayette & Lamar Counties"
"1","Alabama","1","1500","101500","G01001500","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)"
"1","Alabama","1","1600","101600","G01001600","Tuscaloosa & Northport (Southeast) Cities"
"1","Alabama","1","1700","101700","G01001700","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties"
"1","Alabama","2","200","100200","G01000200","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"
"1","Alabama","2","301","100301","G01000301","Huntsville (North) & Madison (East) Cities"
"1","Alabama","2","302","100302","G01000302","Huntsville City (Central & South)"
"1","Alabama","2","500","100500","G01000500","Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast)"
"1","Alabama","2","700","100700","G01000700","Cullman & Winston Counties"
"1","Alabama","3","400","100400","G01000400","DeKalb & Jackson Counties"
"1","Alabama","4","600","100600","G01000600","Morgan & Lawrence Counties--Decatur City"
"1","Alabama","5","900","100900","G01000900","Etowah County"
"1","Alabama","6","1000","101000","G01001000","Talladega, Cherokee, Randolph, Cleburne & Clay Counties"
"1","Alabama","7","1100","101100","G01001100","Calhoun County"
"1","Alabama","8","1200","101200","G01001200","Shelby County"
"1","Alabama","9","1301","101301","G01001301","Birmingham City (West)"
"1","Alabama","10","1302","101302","G01001302","Birmingham City (East)"
"1","Alabama","10","1304","101304","G01001304","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities"
"1","Alabama","11","1303","101303","G01001303","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities"
"1","Alabama","12","1305","101305","G01001305","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities"
"1","Alabama","13","1800","101800","G01001800","Chilton, Tallapoosa, Chambers & Coosa Counties"
"1","Alabama","14","1900","101900","G01001900","Lee County--Auburn City"
"1","Alabama","15","2000","102000","G01002000","Montgomery City & Pike Road Town (North)"
"1","Alabama","15","2100","102100","G01002100","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties"
"1","Alabama","15","2200","102200","G01002200","Southwest Alabama"
"1","Alabama","16","2300","102300","G01002300","Coffee, Covington, Butler & Crenshaw Counties"
"1","Alabama","16","2400","102400","G01002400","Russell, Pike, Barbour, Macon & Bullock Counties"
"1","Alabama","16","2500","102500","G01002500","Houston, Dale, Geneva & Henry Counties--Dothan City"
"1","Alabama","17","2600","102600","G01002600","Baldwin County"
"1","Alabama","18","2701","102701","G01002701","Mobile City (East)"
"1","Alabama","18","2702","102702","G01002702","Mobile City (West)"
"1","Alabama","18","2703","102703","G01002703","Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City"
"2","Alaska","19","101","200101","G02000101","Anchorage Municipality (North)"
"2","Alaska","20","102","200102","G02000102","Anchorage Municipality (South)"
"2","Alaska","21","200","200200","G02000200","Matanuska-Susitna & Kenai Peninsula Boroughs"
"2","Alaska","22","300","200300","G02000300","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska"
"2","Alaska","22","400","200400","G02000400","Subsistence Alaska"
"4","Arizona","23","100","400100","G04000100","Maricopa County--Gilbert (South) & Queen Creek Towns"
"4","Arizona","23","105","400105","G04000105","Maricopa County--Gilbert Town (North)"
"4","Arizona","23","106","400106","G04000106","Maricopa County--Chandler City (Northeast)"
"4","Arizona","23","107","400107","G04000107","Maricopa County--Chandler City (South)"
"4","Arizona","23","108","400108","G04000108","Maricopa County--Tempe (South) & Chandler (Northwest) Cities"
"4","Arizona","23","109","400109","G04000109","Maricopa County--Tempe City (North)"
"4","Arizona","24","101","400101","G04000101","Maricopa County--Mesa City (East)"
"4","Arizona","24","102","400102","G04000102","Maricopa County--Mesa City (North Central)"
"4","Arizona","24","103","400103","G04000103","Maricopa County--Mesa City (West)"
"4","Arizona","24","104","400104","G04000104","Maricopa County--Mesa City (South Central)"
"4","Arizona","25","110","400110","G04000110","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town"
"4","Arizona","25","111","400111","G04000111","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town"
"4","Arizona","25","112","400112","G04000112","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek"
"4","Arizona","25","113","400113","G04000113","Phoenix City (Northeast)"
"4","Arizona","25","114","400114","G04000114","Phoenix City (Northeast Central)"
"4","Arizona","25","115","400115","G04000115","Phoenix City (Northwest Central)"
"4","Arizona","25","116","400116","G04000116","Phoenix City (Uptown)"
"4","Arizona","25","117","400117","G04000117","Phoenix City (East)"
"4","Arizona","25","118","400118","G04000118","Phoenix City--Downtown & Sky Harbor International Airport"
"4","Arizona","25","119","400119","G04000119","Phoenix City (South)"
"4","Arizona","25","120","400120","G04000120","Phoenix City--Ahwatukee & South Mountain"
"4","Arizona","25","121","400121","G04000121","Phoenix (Southwest) & Tolleson Cities"
"4","Arizona","25","122","400122","G04000122","Phoenix City--Maryvale (East)"
"4","Arizona","25","123","400123","G04000123","Phoenix City--Maryvale (West)"
"4","Arizona","25","124","400124","G04000124","Maricopa County--Glendale City (South)"
"4","Arizona","25","125","400125","G04000125","Phoenix City (West)"
"4","Arizona","25","126","400126","G04000126","Maricopa County--Glendale City (North)"
"4","Arizona","25","127","400127","G04000127","Maricopa County--Peoria City (South & Central)"
"4","Arizona","25","128","400128","G04000128","Phoenix City (North)"
"4","Arizona","25","129","400129","G04000129","Phoenix (Far North) & Peoria (Northwest) Cities"
"4","Arizona","25","130","400130","G04000130","Maricopa County--El Mirage City & Sun City"
"4","Arizona","25","131","400131","G04000131","Maricopa County--Surprise City (Central)"
"4","Arizona","25","132","400132","G04000132","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities"
"4","Arizona","25","133","400133","G04000133","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities"
"4","Arizona","25","134","400134","G04000134","Maricopa County (West) & Gila River Indian Community (Northwest)"
"4","Arizona","26","201","400201","G04000201","Pima County (West)"
"4","Arizona","26","202","400202","G04000202","Tucson (West) & Marana Cities"
"4","Arizona","26","203","400203","G04000203","Pima County (North Central)--Oro Valley Town"
"4","Arizona","26","205","400205","G04000205","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town"
"4","Arizona","26","206","400206","G04000206","Tucson City (Northeast)"
"4","Arizona","26","207","400207","G04000207","Tucson City (Northwest)"
"4","Arizona","26","208","400208","G04000208","Tucson City (South)"
"4","Arizona","26","209","400209","G04000209","Tucson City (Southeast)"
"4","Arizona","27","204","400204","G04000204","Pima County (Northeast)"
"4","Arizona","28","300","400300","G04000300","Navajo & Apache Counties"
"4","Arizona","29","400","400400","G04000400","Coconino County--Flagstaff City"
"4","Arizona","30","500","400500","G04000500","Yavapai County"
"4","Arizona","31","600","400600","G04000600","Mohave & La Paz Counties--Lake Havasu City"
"4","Arizona","32","700","400700","G04000700","Yuma County--Yuma City"
"4","Arizona","33","800","400800","G04000800","Gila, Graham, Greenlee & Pinal (East) Counties"
"4","Arizona","33","803","400803","G04000803","Pinal County (North)--Apache Junction City"
"4","Arizona","33","805","400805","G04000805","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities"
"4","Arizona","33","807","400807","G04000807","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities"
"4","Arizona","33","900","400900","G04000900","Cochise & Santa Cruz Counties--Sierra Vista City"
"5","Arkansas","34","100","500100","G05000100","Benton County"
"5","Arkansas","35","200","500200","G05000200","Washington County"
"5","Arkansas","36","300","500300","G05000300","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties"
"5","Arkansas","37","400","500400","G05000400","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties"
"5","Arkansas","38","500","500500","G05000500","Craighead (West), Greene, Randolph, Lawrence & Clay Counties"
"5","Arkansas","38","600","500600","G05000600","Crittenden, Mississippi & Craighead (East) Counties"
"5","Arkansas","39","700","500700","G05000700","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties"
"5","Arkansas","39","800","500800","G05000800","White, Jackson, Prairie & Woodruff Counties"
"5","Arkansas","40","900","500900","G05000900","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities"
"5","Arkansas","40","1000","501000","G05001000","Pulaski County (Central)--Little Rock City"
"5","Arkansas","41","1100","501100","G05001100","Faulkner & Lonoke Counties"
"5","Arkansas","41","1200","501200","G05001200","Saline County"
"5","Arkansas","42","1300","501300","G05001300","Pope, Johnson, Yell, Conway & Perry Counties"
"5","Arkansas","43","1400","501400","G05001400","Sebastian & Crawford Counties"
"5","Arkansas","44","1500","501500","G05001500","Logan, Polk, Franklin, Sevier, Howard & Scott Counties"
"5","Arkansas","45","1600","501600","G05001600","Garland, Hot Spring, Clark & Montgomery Counties"
"5","Arkansas","46","1700","501700","G05001700","Jefferson, Grant & Arkansas (Northwest) Counties"
"5","Arkansas","46","1800","501800","G05001800","Southeast Arkansas"
"5","Arkansas","47","1900","501900","G05001900","South Central Arkansas"
"5","Arkansas","48","2000","502000","G05002000","Southwest Arkansas"
"6","California","49","101","600101","G06000101","Alameda County (North)--Berkeley & Albany Cities"
"6","California","50","102","600102","G06000102","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities"
"6","California","51","103","600103","G06000103","Alameda County (Northeast)--Oakland (East) & Piedmont Cities"
"6","California","52","104","600104","G06000104","Alameda County (North Central)--Oakland City (South Central)"
"6","California","53","105","600105","G06000105","Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities"
"6","California","54","106","600106","G06000106","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland"
"6","California","55","107","600107","G06000107","Alameda County (Central)--Hayward City"
"6","California","56","108","600108","G06000108","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities"
"6","California","57","109","600109","G06000109","Alameda County (South Central)--Fremont City (East)"
"6","California","58","110","600110","G06000110","Alameda County (East)--Livermore, Pleasanton & Dublin Cities"
"6","California","59","300","600300","G06000300","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties"
"6","California","60","701","600701","G06000701","Butte County (Northwest)--Chico City"
"6","California","60","702","600702","G06000702","Butte County (Southeast)--Oroville City & Paradise Town"
"6","California","61","1100","601100","G06001100","Colusa, Glenn, Tehama & Trinity Counties"
"6","California","62","1301","601301","G06001301","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities"
"6","California","62","1302","601302","G06001302","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites"
"6","California","62","1303","601303","G06001303","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities"
"6","California","62","1304","601304","G06001304","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town"
"6","California","62","1305","601305","G06001305","Contra Costa County (South)--San Ramon City & Danville Town"
"6","California","62","1306","601306","G06001306","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities"
"6","California","62","1307","601307","G06001307","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities"
"6","California","62","1308","601308","G06001308","Contra Costa County (Northeast)--Antioch City"
"6","California","62","1309","601309","G06001309","Contra Costa County (East)--Brentwood & Oakley Cities"
"6","California","63","1500","601500","G06001500","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties"
"6","California","63","5700","605700","G06005700","Nevada & Sierra Counties"
"6","California","64","1700","601700","G06001700","El Dorado County--El Dorado Hills"
"6","California","65","1901","601901","G06001901","Fresno County (West)--Selma, Kerman & Coalinga Cities"
"6","California","65","1902","601902","G06001902","Fresno County (North Central)--Fresno City (North)"
"6","California","65","1903","601903","G06001903","Fresno County (Central)--Fresno City (East Central)"
"6","California","65","1904","601904","G06001904","Fresno County (Central)--Fresno City (Southwest)"
"6","California","65","1905","601905","G06001905","Fresno County (Central)--Fresno City (Southeast)"
"6","California","65","1906","601906","G06001906","Fresno County (Central)--Clovis City"
"6","California","65","1907","601907","G06001907","Fresno County (East)--Sanger, Reedley & Parlier Cities"
"6","California","66","2300","602300","G06002300","Humboldt County"
"6","California","67","2500","602500","G06002500","Imperial County--El Centro City"
"6","California","68","2901","602901","G06002901","Kern County (West)--Delano, Wasco & Shafter Cities"
"6","California","68","2902","602902","G06002902","Kern County (Central)--Bakersfield City (West)"
"6","California","68","2903","602903","G06002903","Kern County (Central)--Bakersfield City (Northeast)"
"6","California","68","2904","602904","G06002904","Kern County (Central)--Bakersfield City (Southeast)"
"6","California","68","2905","602905","G06002905","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities"
"6","California","69","3100","603100","G06003100","Kings County--Hanford City"
"6","California","70","3300","603300","G06003300","Lake & Mendocino Counties"
"6","California","71","3701","603701","G06003701","Los Angeles County (North/Unincorporated)--Castaic"
"6","California","71","3702","603702","G06003702","Los Angeles County (Northwest)--Santa Clarita City"
"6","California","71","3703","603703","G06003703","Los Angeles County (North Central)--Lancaster City"
"6","California","71","3704","603704","G06003704","Los Angeles County (North Central)--Palmdale City"
"6","California","72","3705","603705","G06003705","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)"
"6","California","72","3706","603706","G06003706","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)"
"6","California","72","3707","603707","G06003707","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities"
"6","California","72","3723","603723","G06003723","Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City)"
"6","California","72","3724","603724","G06003724","Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)"
"6","California","72","3725","603725","G06003725","Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)"
"6","California","72","3726","603726","G06003726","Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
"6","California","72","3727","603727","G06003727","Los Angeles County (Central)--LA City (Central/Pacific Palisades)"
"6","California","73","3708","603708","G06003708","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)"
"6","California","74","3709","603709","G06003709","Los Angeles County (Central)--San Gabriel Valley Region (North)"
"6","California","74","3710","603710","G06003710","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities"
"6","California","74","3713","603713","G06003713","Los Angeles County (East Central)--Covina & Walnut Cities"
"6","California","74","3715","603715","G06003715","Los Angeles County (East Central)--West Covina City"
"6","California","74","3716","603716","G06003716","Los Angeles County (East Central)--La Puente & Industry Cities"
"6","California","74","3717","603717","G06003717","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities"
"6","California","74","3718","603718","G06003718","Los Angeles County (Central)--Pasadena City"
"6","California","74","3737","603737","G06003737","Los Angeles County (Central)--Monterey Park & Rosemead Cities"
"6","California","74","3738","603738","G06003738","Los Angeles County (Central)--El Monte & South El Monte Cities"
"6","California","75","3711","603711","G06003711","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities"
"6","California","75","3712","603712","G06003712","Los Angeles County (East Central)--Pomona City"
"6","California","76","3714","603714","G06003714","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
"6","California","77","3719","603719","G06003719","Los Angeles County (Central)--Glendale City"
"6","California","78","3720","603720","G06003720","Los Angeles County (Central)--Burbank City"
"6","California","78","3734","603734","G06003734","Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)"
"6","California","78","3735","603735","G06003735","Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)"
"6","California","78","3736","603736","G06003736","Los Angeles County (Central)--Alhambra & South Pasadena Cities"
"6","California","78","3744","603744","G06003744","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)"
"6","California","79","3721","603721","G06003721","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)"
"6","California","80","3722","603722","G06003722","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)"
"6","California","81","3728","603728","G06003728","Los Angeles County (Southwest)--Santa Monica City"
"6","California","81","3729","603729","G06003729","Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles)"
"6","California","81","3731","603731","G06003731","Los Angeles County (Central)--West Hollywood & Beverly Hills Cities"
"6","California","81","3732","603732","G06003732","Los Angeles County (Central)--LA City (East Central/Hollywood)"
"6","California","81","3748","603748","G06003748","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities"
"6","California","82","3730","603730","G06003730","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)"
"6","California","83","3733","603733","G06003733","Los Angeles County (Central)--LA City (Central/Koreatown)"
"6","California","84","3739","603739","G06003739","Los Angeles County (Southeast)--Whittier City & Hacienda Heights"
"6","California","84","3754","603754","G06003754","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities"
"6","California","85","3740","603740","G06003740","Los Angeles County (Central)--Pico Rivera & Montebello Cities"
"6","California","86","3741","603741","G06003741","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
"6","California","86","3742","603742","G06003742","Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park"
"6","California","86","3752","603752","G06003752","Los Angeles County (South)--South Gate & Lynwood Cities"
"6","California","87","3743","603743","G06003743","Los Angeles County (Central)--East Los Angeles"
"6","California","88","3745","603745","G06003745","Los Angeles County (Central)--LA City (Southeast/East Vernon)"
"6","California","88","3750","603750","G06003750","Los Angeles County (South Central)--LA City (South Central/Westmont)"
"6","California","88","3751","603751","G06003751","Los Angeles County (South Central)--LA City (South Central/Watts)"
"6","California","89","3746","603746","G06003746","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)"
"6","California","90","3747","603747","G06003747","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)"
"6","California","91","3749","603749","G06003749","Los Angeles County (Central)--Inglewood City"
"6","California","91","3759","603759","G06003759","Los Angeles County (South Central)--Hawthorne City"
"6","California","92","3753","603753","G06003753","Los Angeles County (South)--Downey City"
"6","California","92","3755","603755","G06003755","Los Angeles County (Southeast)--Norwalk City"
"6","California","92","3756","603756","G06003756","Los Angeles County (Southeast)--Bellflower & Paramount Cities"
"6","California","93","3757","603757","G06003757","Los Angeles County (South Central)--Compton City & West Rancho Dominguez"
"6","California","94","3758","603758","G06003758","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens"
"6","California","94","3767","603767","G06003767","Los Angeles County (South)--LA City (South/San Pedro)"
"6","California","95","3760","603760","G06003760","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities"
"6","California","96","3761","603761","G06003761","Los Angeles County (South Central)--Torrance City"
"6","California","96","3766","603766","G06003766","Los Angeles County (South)--Long Beach City (Southwest & Port)"
"6","California","96","3768","603768","G06003768","Los Angeles County (Southwest)--Palos Verdes Peninsula"
"6","California","96","3769","603769","G06003769","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities"
"6","California","97","3762","603762","G06003762","Los Angeles County (South Central)--Carson City"
"6","California","98","3763","603763","G06003763","Los Angeles County (South Central)--Long Beach City (North)"
"6","California","99","3764","603764","G06003764","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities"
"6","California","99","3765","603765","G06003765","Los Angeles County (Southeast)--Long Beach City (East)"
"6","California","100","3900","603900","G06003900","Madera County--Madera City"
"6","California","101","4101","604101","G06004101","Marin County (North & West)--Novato & San Rafael (North) Cities"
"6","California","102","4102","604102","G06004102","Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities"
"6","California","103","4701","604701","G06004701","Merced County (West & South)--Los Banos & Livingston Cities"
"6","California","103","4702","604702","G06004702","Merced County (Northeast)--Merced & Atwater Cities"
"6","California","104","5301","605301","G06005301","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities"
"6","California","104","5302","605302","G06005302","Monterey County (Northeast)--Salinas City"
"6","California","104","5303","605303","G06005303","Monterey (South & East) & San Benito Counties"
"6","California","105","5500","605500","G06005500","Napa County--Napa City"
"6","California","106","5901","605901","G06005901","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities"
"6","California","106","5903","605903","G06005903","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities"
"6","California","106","5904","605904","G06005904","Orange County (Central)--Irvine City (Central)"
"6","California","106","5905","605905","G06005905","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado"
"6","California","106","5906","605906","G06005906","Orange County (North)--Yorba Linda, La Habra & Brea Cities"
"6","California","106","5907","605907","G06005907","Orange County (North Central)--Fullerton & Placentia Cities"
"6","California","106","5908","605908","G06005908","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities"
"6","California","106","5909","605909","G06005909","Orange County (North Central)--Anaheim City (West)"
"6","California","106","5910","605910","G06005910","Orange County (North Central)--Anaheim City (East)"
"6","California","106","5911","605911","G06005911","Orange County (Central)--Orange & Villa Park Cities"
"6","California","106","5912","605912","G06005912","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities"
"6","California","106","5913","605913","G06005913","Orange County (Northwest)--Garden Grove City (East)"
"6","California","106","5914","605914","G06005914","Orange County (Northwest)--Huntington Beach City"
"6","California","106","5916","605916","G06005916","Orange County (Central)--Santa Ana City (West)"
"6","California","106","5917","605917","G06005917","Orange County (Central)--Santa Ana City (East)"
"6","California","106","5918","605918","G06005918","Orange County (Central)--Costa Mesa & Fountain Valley Cities"
"6","California","107","5902","605902","G06005902","Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities"
"6","California","107","5915","605915","G06005915","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch"
"6","California","108","6101","606101","G06006101","Placer County (Southwest)--Roseville City"
"6","California","108","6102","606102","G06006102","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town"
"6","California","108","6103","606103","G06006103","Placer County (East/High Country Region)--Auburn & Colfax Cities"
"6","California","109","6501","606501","G06006501","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities"
"6","California","109","6502","606502","G06006502","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities"
"6","California","109","6515","606515","G06006515","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities"
"6","California","110","6503","606503","G06006503","Riverside County (Southwest)--Temecula City"
"6","California","110","6504","606504","G06006504","Riverside County (Southwest)--Murrieta & Wildomar Cities"
"6","California","110","6505","606505","G06006505","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities"
"6","California","110","6506","606506","G06006506","Riverside County (Southwest)--Hemet City & East Hemet"
"6","California","110","6507","606507","G06006507","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities"
"6","California","110","6508","606508","G06006508","Riverside County (Northwest)--Moreno Valley City"
"6","California","110","6509","606509","G06006509","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley"
"6","California","110","6510","606510","G06006510","Riverside County (Northwest)--Riverside City (East)"
"6","California","110","6511","606511","G06006511","Riverside County (Northwest)--Riverside City (West)"
"6","California","110","6512","606512","G06006512","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens"
"6","California","110","6513","606513","G06006513","Riverside County (West Central)--Corona (Northwest) & Norco Cities"
"6","California","110","6514","606514","G06006514","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities"
"6","California","111","6701","606701","G06006701","Sacramento County (North Central)--Citrus Heights City"
"6","California","112","6702","606702","G06006702","Sacramento County (Central)--Rancho Cordova City"
"6","California","112","6703","606703","G06006703","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)"
"6","California","112","6704","606704","G06006704","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park"
"6","California","112","6705","606705","G06006705","Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)"
"6","California","112","6706","606706","G06006706","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda"
"6","California","112","6707","606707","G06006707","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)"
"6","California","112","6708","606708","G06006708","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)"
"6","California","112","6709","606709","G06006709","Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)"
"6","California","112","6710","606710","G06006710","Sacramento County (Central)--Elk Grove City"
"6","California","112","6711","606711","G06006711","Sacramento County (South)--Galt, Isleton Cities & Delta Region"
"6","California","112","6712","606712","G06006712","Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)"
"6","California","113","7101","607101","G06007101","San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities"
"6","California","113","7102","607102","G06007102","San Bernardino County (West Central)--Victorville & Adelanto Cities"
"6","California","113","7103","607103","G06007103","San Bernardino County (West Central)--Hesperia City & Apple Valley Town"
"6","California","113","7104","607104","G06007104","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City"
"6","California","113","7105","607105","G06007105","San Bernardino County (Southwest)--Redlands & Yucaipa Cities"
"6","California","113","7106","607106","G06007106","San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities"
"6","California","113","7107","607107","G06007107","San Bernardino County (Southwest)--San Bernardino City (East)"
"6","California","113","7108","607108","G06007108","San Bernardino County (Southwest)--San Bernardino City (West)"
"6","California","113","7109","607109","G06007109","San Bernardino County (Southwest)--Rialto City"
"6","California","113","7110","607110","G06007110","San Bernardino County (Southwest)--Fontana City (East)"
"6","California","113","7111","607111","G06007111","San Bernardino County (Southwest)--Rancho Cucamonga City"
"6","California","113","7115","607115","G06007115","San Bernardino County (Southwest)--Fontana City (West)"
"6","California","114","7112","607112","G06007112","San Bernardino County (Southwest)--Upland & Montclair Cities"
"6","California","114","7113","607113","G06007113","San Bernardino County (Southwest)--Ontario City"
"6","California","114","7114","607114","G06007114","San Bernardino County (Southwest)--Chino & Chino Hills Cities"
"6","California","115","7301","607301","G06007301","San Diego County (Northwest)--Oceanside City & Camp Pendleton"
"6","California","115","7302","607302","G06007302","San Diego County (North & East)--Fallbrook, Alpine & Valley Center"
"6","California","115","7303","607303","G06007303","San Diego County (Northwest)--Vista City"
"6","California","115","7305","607305","G06007305","San Diego County (Northwest)--San Marcos & Escondido (West) Cities"
"6","California","115","7306","607306","G06007306","San Diego County (Northwest)--Escondido City (East)"
"6","California","115","7307","607307","G06007307","San Diego County (Central)--Lakeside, Winter Gardens & Ramona"
"6","California","115","7319","607319","G06007319","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley"
"6","California","116","7304","607304","G06007304","San Diego County (Northwest)--Carlsbad City"
"6","California","116","7308","607308","G06007308","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities"
"6","California","116","7309","607309","G06007309","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities"
"6","California","117","7310","607310","G06007310","San Diego County (West)--San Diego City (Southwest/Central Coastal)"
"6","California","117","7311","607311","G06007311","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)"
"6","California","117","7312","607312","G06007312","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights)"
"6","California","117","7316","607316","G06007316","San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)"
"6","California","118","7313","607313","G06007313","San Diego County (Central)--El Cajon & Santee Cities"
"6","California","118","7314","607314","G06007314","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities"
